time,Average Temperature (°C),Minimum Temperature (°C),Maximum Temperature (°C),Precipitation (mm),Snow Depth (cm),Wind Direction (°),Wind Speed (km/h),Wind Gust (km/h),Air Pressure (hPa),Sunshine Duration (minutes)
1990-01-01,16.6,11.9,23.7,,,,,,,
1990-01-02,16.4,9.9,25.2,,,,,,,
1990-01-03,15.6,14.0,23.4,,,,,,,
1990-01-04,18.4,10.8,28.0,,,,,,,
1990-01-05,20.0,17.5,26.2,,,,,,,
1990-01-06,18.0,13.0,,,,,,,,
1990-01-07,15.8,10.8,23.7,,,,,,,
1990-01-08,16.6,10.3,26.2,,,,,,,
1990-01-09,17.8,14.9,,,,,,,,
1990-01-10,20.3,14.9,27.2,,,,,,,
1990-01-11,19.6,15.7,24.2,,,,,,,
1990-01-12,17.1,14.6,22.1,,,,,,,
1990-01-13,16.6,13.9,22.0,,,,,,,
1990-01-14,17.3,10.7,23.9,,,,,,,
1990-01-15,15.6,13.8,18.1,,,,,,,
1990-01-16,18.1,15.8,21.2,,,,,,,
1990-01-17,16.8,,19.2,,,,,,,
1990-01-18,15.9,,,,,,,,,
1990-01-19,16.4,15.5,19.6,,,,,,,
1990-01-20,14.4,,19.3,,,,,,,
1990-01-21,15.0,8.6,21.4,,,,,,,
1990-01-22,15.8,9.8,,,,,,,,
1990-01-23,15.8,9.2,21.0,,,,,,,
1990-01-24,18.0,,24.3,,,,,,,
1990-01-25,18.1,,23.3,,,,,,,
1990-01-26,16.4,,21.6,,,,,,,
1990-01-27,15.6,10.5,22.5,,,,,,,
1990-01-28,17.6,13.0,24.2,,,,,,,
1990-01-29,17.2,15.8,,,,,,,,
1990-01-30,16.4,,20.0,,,,,,,
1990-01-31,14.5,,,,,,,,,
1990-02-01,15.5,8.2,22.5,,,,,,,
1990-02-02,16.1,9.4,27.0,,,,,,,
1990-02-03,19.5,14.6,,,,,,,,
1990-02-04,20.3,14.8,27.2,,,,,,,
1990-02-05,22.7,19.0,28.9,,,,,,,
1990-02-06,21.2,,24.6,,,,,,,
1990-02-07,19.7,,22.3,,,,,,,
1990-02-08,17.5,,23.3,,,,,,,
1990-02-09,18.3,12.1,24.3,,,,,,,
1990-02-10,18.6,16.8,24.1,,,,,,,
1990-02-11,19.3,18.1,22.2,,,,,,,
1990-02-12,16.7,,20.4,,,,,,,
1990-02-13,16.4,11.7,21.2,,,,,,,
1990-02-14,16.8,11.6,23.3,,,,,,,
1990-02-15,19.1,12.0,25.2,,,,,,,
1990-02-16,19.0,,23.2,,,,,,,
1990-02-17,17.2,15.1,21.5,,,,,,,
1990-02-18,17.3,13.0,23.2,,,,,,,
1990-02-19,19.9,12.9,28.6,,,,,,,
1990-02-20,20.3,16.1,30.2,,,,,,,
1990-02-21,21.1,15.6,26.8,,,,,,,
1990-02-22,20.7,16.0,25.8,,,,,,,
1990-02-23,19.6,18.9,24.4,,,,,,,
1990-02-24,18.9,14.8,23.5,,,,,,,
1990-02-25,18.9,12.5,23.3,,,,,,,
1990-02-26,18.8,16.3,23.2,,,,,,,
1990-02-27,16.8,,22.3,,,,,,,
1990-02-28,16.3,,22.5,,,,,,,
1990-03-01,17.5,13.0,23.6,,,,,,,
1990-03-02,16.1,9.2,22.5,,,,,,,
1990-03-03,16.0,10.5,21.8,,,,,,,
1990-03-04,18.8,12.5,26.3,,,,,,,
1990-03-05,18.5,14.3,23.9,,,,,,,
1990-03-06,16.8,,27.3,,,,,,,
1990-03-07,19.4,10.1,30.1,,,,,,,
1990-03-08,20.2,10.7,30.5,,,,,,,
1990-03-09,22.1,13.2,30.4,,,,,,,
1990-03-10,22.4,17.3,32.1,,,,,,,
1990-03-11,23.6,13.7,34.8,,,,,,,
1990-03-12,22.8,15.1,33.2,,,,,,,
1990-03-13,23.9,15.4,,,,,,,,
1990-03-14,24.1,19.4,33.5,,,,,,,
1990-03-15,21.1,,25.4,,,,,,,
1990-03-16,19.1,,,,,,,,,
1990-03-17,20.3,,27.3,,,,,,,
1990-03-18,20.5,12.9,30.7,,,,,,,
1990-03-19,22.9,,,,,,,,,
1990-03-20,22.4,17.9,26.2,,,,,,,
1990-03-21,20.5,,,,,,,,,
1990-03-22,20.6,13.4,29.7,,,,,,,
1990-03-23,22.0,15.5,32.1,,,,,,,
1990-03-24,22.7,15.2,31.5,,,,,,,
1990-03-25,24.4,20.8,31.2,,,,,,,
1990-03-26,23.2,,25.4,,,,,,,
1990-03-27,21.9,,26.4,,,,,,,
1990-03-28,20.9,,25.5,,,,,,,
1990-03-29,18.9,14.9,26.0,,,,,,,
1990-03-30,17.8,,26.8,,,,,,,
1990-03-31,21.5,14.8,,,,,,,,
1990-04-01,19.3,17.1,23.4,,,,,,,
1990-04-02,23.6,17.1,30.9,,,,,,,
1990-04-03,26.9,20.5,35.0,,,,,,,
1990-04-04,26.8,22.4,34.0,,,,,,,
1990-04-05,25.1,,31.1,,,,,,,
1990-04-06,21.9,,27.3,,,,,,,
1990-04-07,21.6,14.8,33.2,,,,,,,
1990-04-08,24.3,17.4,33.3,,,,,,,
1990-04-09,22.0,,28.1,,,,,,,
1990-04-10,21.4,18.7,31.5,,,,,,,
1990-04-11,23.3,17.3,35.9,,,,,,,
1990-04-12,22.9,14.5,30.9,,,,,,,
1990-04-13,23.1,14.0,34.7,,,,,,,
1990-04-14,27.3,17.4,,,,,,,,
1990-04-15,29.6,20.7,39.3,,,,,,,
1990-04-16,30.0,23.6,39.8,,,,,,,
1990-04-17,27.3,20.9,38.9,,,,,,,
1990-04-18,26.0,20.8,34.9,,,,,,,
1990-04-19,26.5,17.9,31.4,,,,,,,
1990-04-20,25.9,21.0,33.9,,,,,,,
1990-04-21,27.3,20.9,33.0,,,,,,,
1990-04-22,27.6,20.0,35.6,,,,,,,
1990-04-23,26.5,19.2,36.9,,,,,,,
1990-04-24,26.9,16.6,38.8,,,,,,,
1990-04-25,27.6,,38.0,,,,,,,
1990-04-26,27.5,22.7,35.7,,,,,,,
1990-04-27,27.4,18.8,37.2,,,,,,,
1990-04-28,29.3,18.8,37.6,,,,,,,
1990-04-29,30.8,,38.8,,,,,,,
1990-04-30,30.8,23.4,38.0,,,,,,,
1990-05-01,28.8,21.9,36.3,,,,,,,
1990-05-02,29.1,22.2,35.0,,,,,,,
1990-05-03,28.7,23.0,38.8,,,,,,,
1990-05-04,29.5,24.5,35.2,,,,,,,
1990-05-05,29.7,24.5,35.5,,,,,,,
1990-05-06,29.0,23.9,36.5,,,,,,,
1990-05-07,29.4,22.0,37.7,,,,,,,
1990-05-08,27.4,24.1,37.8,,,,,,,
1990-05-09,27.8,20.9,38.9,,,,,,,
1990-05-10,28.9,20.8,,,,,,,,
1990-05-11,31.3,22.6,38.7,,,,,,,
1990-05-12,30.4,22.8,42.3,,,,,,,
1990-05-13,31.0,24.9,36.7,,,,,,,
1990-05-14,27.6,26.0,31.3,,,,,,,
1990-05-15,27.2,19.9,34.7,,,,,,,
1990-05-16,29.7,,39.5,,,,,,,
1990-05-17,28.5,23.6,44.1,,,,,,,
1990-05-18,30.1,20.9,43.4,,,,,,,
1990-05-19,30.3,20.8,37.0,,,,,,,
1990-05-20,32.5,,42.5,,,,,,,
1990-05-21,35.4,20.7,45.0,,,,,,,
1990-05-22,29.0,20.7,42.9,,,,,,,
1990-05-23,32.0,20.8,42.5,,,,,,,
1990-05-24,31.9,21.5,39.3,,,,,,,
1990-05-25,32.1,22.9,43.4,,,,,,,
1990-05-26,31.8,25.9,43.8,,,,,,,
1990-05-27,32.0,26.5,42.2,,,,,,,
1990-05-28,29.0,24.1,36.7,,,,,,,
1990-05-29,29.8,,38.0,,,,,,,
1990-05-30,32.3,22.5,39.2,,,,,,,
1990-05-31,35.0,25.2,43.9,,,,,,,
1990-06-01,33.0,,43.0,,,,,,,
1990-06-02,32.5,21.8,42.2,,,,,,,
1990-06-03,31.9,22.1,41.4,,,,,,,
1990-06-04,31.1,22.1,39.3,,,,,,,
1990-06-05,32.0,23.0,38.7,,,,,,,
1990-06-06,33.3,23.0,40.9,,,,,,,
1990-06-07,31.0,24.3,42.2,,,,,,,
1990-06-08,31.7,23.5,40.4,,,,,,,
1990-06-09,33.4,26.7,42.5,,,,,,,
1990-06-10,33.1,24.8,43.9,,,,,,,
1990-06-11,32.8,28.1,41.5,,,,,,,
1990-06-12,33.0,22.5,39.8,,,,,,,
1990-06-13,32.9,26.6,41.7,,,,,,,
1990-06-14,35.0,26.5,44.8,,,,,,,
1990-06-15,35.4,28.0,43.8,,,,,,,
1990-06-16,32.2,25.4,42.7,,,,,,,
1990-06-17,33.1,25.8,42.9,,,,,,,
1990-06-18,33.9,26.6,43.1,,,,,,,
1990-06-19,32.1,26.9,40.0,,,,,,,
1990-06-20,31.8,26.1,41.4,,,,,,,
1990-06-21,32.0,25.0,42.8,,,,,,,
1990-06-22,31.5,27.6,39.3,,,,,,,
1990-06-23,31.7,26.6,40.6,,,,,,,
1990-06-24,31.2,26.0,39.7,,,,,,,
1990-06-25,32.6,24.8,39.3,,,,,,,
1990-06-26,33.9,25.5,46.0,,,,,,,
1990-06-27,33.5,25.0,45.1,,,,,,,
1990-06-28,33.1,27.8,43.1,,,,,,,
1990-06-29,32.7,26.9,,,,,,,,
1990-06-30,33.2,27.8,40.3,,,,,,,
1990-07-01,34.0,,41.0,,,,,,,
1990-07-02,34.6,27.7,41.9,,,,,,,
1990-07-03,32.9,,39.8,,,,,,,
1990-07-04,31.3,26.9,36.5,,,,,,,
1990-07-05,31.0,26.3,36.0,,,,,,,
1990-07-06,32.0,25.8,40.8,,,,,,,
1990-07-07,32.6,23.8,39.3,,,,,,,
1990-07-08,32.0,28.0,41.1,,,,,,,
1990-07-09,32.8,23.0,42.3,,,,,,,
1990-07-10,33.9,24.7,,,,,,,,
1990-07-11,34.5,28.4,44.3,,,,,,,
1990-07-12,35.2,30.1,42.5,,,,,,,
1990-07-13,32.8,30.2,39.8,,,213.0,14.3,,,
1990-07-14,32.6,26.7,39.1,,,,,,,
1990-07-15,33.1,25.1,40.2,,,296.0,10.2,,,
1990-07-16,33.9,28.8,43.0,,,,,,,
1990-07-17,36.4,26.4,45.2,,,,,,,
1990-07-18,39.0,,45.7,,,,,,,
1990-07-19,36.6,29.0,46.2,,,,,,,
1990-07-20,37.3,30.1,45.0,,,,,,,
1990-07-21,39.9,29.3,45.9,,,,,,,
1990-07-22,37.3,29.0,46.3,,,,,,,
1990-07-23,36.7,,44.3,,,,,,,
1990-07-24,36.1,28.0,,,,,,,,
1990-07-25,38.3,,45.8,,,,,,,
1990-07-26,37.6,29.0,44.7,,,,,,,
1990-07-27,35.2,31.5,46.9,,,,,,,
1990-07-28,35.0,27.9,,,,,,,,
1990-07-29,36.4,30.1,45.3,,,137.0,13.4,,,
1990-07-30,33.6,,42.2,,,,,,,
1990-07-31,33.1,29.5,,,,,,,,
1990-08-01,32.6,30.5,40.5,,,,,,,
1990-08-02,35.4,28.2,42.7,,,,,,,
1990-08-03,36.0,28.5,43.6,,,,,,,
1990-08-04,35.8,31.8,44.2,,,,,,,
1990-08-05,35.1,28.2,42.2,,,,,,,
1990-08-06,37.9,31.2,45.6,,,67.0,16.0,,,
1990-08-07,36.4,30.7,46.7,,,,,,,
1990-08-08,36.1,32.5,44.3,,,,,,,
1990-08-09,35.0,31.8,42.0,,,,,,,
1990-08-10,34.4,30.8,40.6,,,107.0,18.5,,,
1990-08-11,34.4,,40.4,,,,,,,
1990-08-12,34.6,30.7,41.3,,,,,,,
1990-08-13,34.0,32.0,39.5,,,236.0,15.5,,,
1990-08-14,34.9,29.6,44.6,,,,,,,
1990-08-15,36.4,,42.8,,,,,,,
1990-08-16,37.0,29.8,45.2,,,,,,,
1990-08-17,34.3,27.5,43.3,,,,,,,
1990-08-18,33.1,26.5,41.4,,,,,,,
1990-08-19,31.9,25.2,42.1,,,,,,,
1990-08-20,32.9,25.7,39.1,,,,7.1,,,
1990-08-21,31.1,26.8,41.8,,,,,,,
1990-08-22,33.5,25.8,42.9,,,,,,,
1990-08-23,33.4,28.5,43.3,,,,,,,
1990-08-24,33.4,28.6,37.0,,,,10.7,,,
1990-08-25,32.5,22.4,38.3,,,,,,,
1990-08-26,31.9,29.6,42.3,,,,,,,
1990-08-27,33.3,27.2,41.3,,,198.0,10.1,,,
1990-08-28,32.7,28.2,39.3,,,220.0,9.1,,,
1990-08-29,32.6,26.2,41.0,,,,,,,
1990-08-30,33.6,,41.0,,,,,,,
1990-08-31,33.8,30.4,42.9,,,,,,,
1990-09-01,32.2,28.4,41.6,,,,,,,
1990-09-02,31.9,29.6,40.9,,,,,,,
1990-09-03,32.9,27.2,38.4,,,239.0,8.5,,,
1990-09-04,32.2,27.2,39.0,,,,,,,
1990-09-05,32.5,27.6,38.8,,,,,,,
1990-09-06,32.2,25.8,43.5,,,,,,,
1990-09-07,34.6,,44.2,,,,,,,
1990-09-08,31.1,28.8,42.2,,,,,,,
1990-09-09,32.8,,40.3,,,,,,,
1990-09-10,32.3,27.0,40.3,,,75.0,13.4,,,
1990-09-11,32.7,26.2,42.3,,,,,,,
1990-09-12,31.6,25.1,40.0,,,11.0,11.5,,,
1990-09-13,31.6,27.8,37.5,,,,,,,
1990-09-14,33.5,25.6,42.8,,,,,,,
1990-09-15,32.8,,42.6,,,,,,,
1990-09-16,32.8,27.7,39.8,,,,,,,
1990-09-17,31.5,27.2,37.5,,,,,,,
1990-09-18,32.0,26.4,38.2,,,,,,,
1990-09-19,32.7,27.0,38.2,,,,,,,
1990-09-20,32.4,,40.3,,,,,,,
1990-09-21,32.4,25.0,40.8,,,,,,,
1990-09-22,32.3,27.2,40.7,,,61.0,9.9,,,
1990-09-23,30.8,28.3,37.9,,,,,,,
1990-09-24,30.1,26.2,37.8,,,,,,,
1990-09-25,31.4,25.0,38.6,,,,,,,
1990-09-26,31.9,26.1,36.2,,,,,,,
1990-09-27,30.3,24.0,40.7,,,,,,,
1990-09-28,30.5,27.2,36.3,,,,,,,
1990-09-29,30.5,,37.2,,,,,,,
1990-09-30,30.9,23.8,,,,,,,,
1990-10-01,29.3,22.6,36.9,,,,,,,
1990-10-02,28.3,26.5,38.7,,,,,,,
1990-10-03,30.5,23.2,38.8,,,70.0,9.7,,,
1990-10-04,29.8,22.1,39.2,,,,,,,
1990-10-05,30.9,23.7,38.2,,,243.0,11.1,,,
1990-10-06,30.3,23.2,39.2,,,208.0,8.7,,,
1990-10-07,29.4,24.2,37.9,,,,,,,
1990-10-08,29.4,25.2,36.3,,,,7.5,,,
1990-10-09,30.6,22.0,40.9,,,113.0,8.8,,,
1990-10-10,29.6,24.1,37.1,,,208.0,12.0,,,
1990-10-11,28.8,22.1,37.9,,,118.0,9.2,,,
1990-10-12,28.4,22.2,37.1,,,51.0,8.7,,,
1990-10-13,28.6,25.1,36.8,,,,,,,
1990-10-14,28.8,20.7,38.1,,,,11.8,,,
1990-10-15,28.1,19.6,37.5,,,,,,,
1990-10-16,27.2,19.9,36.4,,,70.0,8.5,,,
1990-10-17,27.5,21.8,35.0,,,,,,,
1990-10-18,28.3,,35.5,,,,,,,
1990-10-19,29.0,21.2,35.9,,,92.0,18.3,,,
1990-10-20,26.9,20.2,36.4,,,66.0,9.9,,,
1990-10-21,26.4,17.2,36.7,,,60.0,9.7,,,
1990-10-22,27.0,19.1,34.0,,,66.0,8.5,,,
1990-10-23,27.6,24.0,34.7,,,,,,,
1990-10-24,26.5,21.0,34.3,,,140.0,8.8,,,
1990-10-25,26.6,21.2,33.6,,,100.0,9.0,,,
1990-10-26,26.9,21.7,32.9,,,216.0,8.8,,,
1990-10-27,27.0,20.2,35.9,,,82.0,8.4,,,
1990-10-28,26.1,,35.7,,,,,,,
1990-10-29,24.7,16.6,36.1,,,,,,,
1990-10-30,26.5,17.9,33.3,,,182.0,9.9,,,
1990-10-31,27.1,22.6,31.8,,,216.0,20.1,,,
1990-11-01,25.4,,,,,,,,,
1990-11-02,25.3,,,,,,,,,
1990-11-03,25.6,19.2,34.2,,,77.0,10.8,,,
1990-11-04,24.6,17.2,31.6,,,56.0,9.4,,,
1990-11-05,25.5,18.2,33.5,,,145.0,8.0,,,
1990-11-06,25.1,19.2,32.5,,,190.0,9.6,,,
1990-11-07,24.8,20.1,30.7,,,,,,,
1990-11-08,23.8,21.2,30.7,,,,,,,
1990-11-09,23.8,18.2,30.8,,,189.0,8.3,,,
1990-11-10,23.6,15.9,,,,,,,,
1990-11-11,24.2,17.2,33.0,,,,,,,
1990-11-12,24.5,19.9,33.5,,,,,,,
1990-11-13,23.1,17.8,33.4,,,,,,,
1990-11-14,22.6,,31.3,,,,,,,
1990-11-15,22.9,18.9,32.2,,,,,,,
1990-11-16,23.3,16.1,30.6,,,,,,,
1990-11-17,24.1,17.6,,,,,,,,
1990-11-18,23.7,17.1,32.4,,,,,,,
1990-11-19,23.4,17.2,30.3,,,,,,,
1990-11-20,22.5,15.9,30.5,,,,,,,
1990-11-21,23.5,16.5,31.4,,,,,,,
1990-11-22,23.7,20.1,32.5,,,,,,,
1990-11-23,22.3,14.6,31.0,,,,,,,
1990-11-24,22.8,14.8,32.0,,,,,,,
1990-11-25,22.1,14.8,,,,,,,,
1990-11-26,21.1,17.2,,,,,,,,
1990-11-27,22.1,14.9,30.0,,,,,,,
1990-11-28,22.2,15.9,29.6,,,,,,,
1990-11-29,22.3,14.4,29.3,,,,,,,
1990-11-30,21.7,16.9,28.3,,,,,,,
1990-12-01,20.8,16.7,26.2,,,,,,,
1990-12-02,21.2,15.9,28.7,,,,,,,
1990-12-03,20.0,,28.5,,,,,,,
1990-12-04,21.0,12.9,30.9,,,,,,,
1990-12-05,22.0,12.3,30.4,,,,,,,
1990-12-06,21.9,14.7,31.8,,,,,,,
1990-12-07,20.7,12.8,27.9,,,,,,,
1990-12-08,22.0,16.8,27.9,,,,,,,
1990-12-09,21.3,17.9,28.9,,,,,,,
1990-12-10,21.9,18.5,27.6,,,,,,,
1990-12-11,19.9,13.0,29.7,,,,,,,
1990-12-12,20.6,13.9,29.8,,,,,,,
1990-12-13,20.6,13.8,27.4,,,,,,,
1990-12-14,21.9,16.3,27.7,,,,,,,
1990-12-15,21.2,17.9,28.0,,,,,,,
1990-12-16,20.8,15.8,27.9,,,,,,,
1990-12-17,20.5,16.4,29.1,,,,,,,
1990-12-18,20.2,15.7,26.8,,,,,,,
1990-12-19,20.6,14.6,28.7,,,,,,,
1990-12-20,19.3,11.7,26.3,,,,,,,
1990-12-21,19.8,16.5,26.8,,,,,,,
1990-12-22,21.0,13.9,29.2,,,,,,,
1990-12-23,21.2,15.5,25.0,,,,,,,
1990-12-24,19.7,15.1,24.6,,,,,,,
1990-12-25,18.8,13.9,25.7,,,,,,,
1990-12-26,20.5,14.6,27.8,,,,,,,
1990-12-27,20.1,13.3,25.4,,,,,,,
1990-12-28,17.1,,21.5,,,,,,,
1990-12-29,14.0,11.2,21.3,,,,,,,
1990-12-30,14.6,5.2,21.9,,,,,,,
1990-12-31,15.1,8.3,23.0,,,,,,,
1991-01-01,15.3,8.6,23.5,,,,,,,
1991-01-02,17.2,9.4,25.5,,,,,,,
1991-01-03,20.4,15.1,26.3,,,,,,,
1991-01-04,17.2,12.3,23.4,,,,,,,
1991-01-05,17.6,13.2,23.8,,,,,,,
1991-01-06,17.7,,21.3,,,,,,,
1991-01-07,14.1,,22.2,,,,,,,
1991-01-08,16.0,8.4,24.4,,,,,,,
1991-01-09,16.1,9.9,23.1,,,,,,,
1991-01-10,17.0,12.4,23.0,,,,,,,
1991-01-11,18.5,12.6,24.9,,,,,,,
1991-01-12,20.3,15.4,25.5,,,,,,,
1991-01-13,20.1,17.7,22.9,,,,,,,
1991-01-14,20.9,17.9,25.6,,,,,,,
1991-01-15,18.9,,21.7,,,,,,,
1991-01-16,17.9,14.3,22.0,,,,,,,
1991-01-17,16.4,10.1,22.4,,,,,,,
1991-01-18,20.7,13.8,27.6,,,,,,,
1991-01-19,20.7,15.2,,,,,,,,
1991-01-20,,,,,,,,,,
1991-01-21,,,,,,,,,,
1991-01-22,,,,,,,,,,
1991-01-23,24.1,15.9,32.4,,,,,,,
1991-01-24,24.4,,30.3,,,,,,,
1991-01-25,23.6,17.5,30.8,,,,,,,
1991-01-26,19.3,,20.8,,,,,,,
1991-01-27,16.3,,21.8,,,,,,,
1991-01-28,16.1,10.2,21.6,,,,,,,
1991-01-29,17.0,13.6,22.3,,,,,,,
1991-01-30,17.1,12.7,27.9,,,,,,,
1991-01-31,19.1,13.0,27.0,,,,,,,
1991-02-01,22.3,14.8,,,,,,,,
1991-02-02,20.0,13.6,28.1,,,,,,,
1991-02-03,20.8,,,,,,,,,
1991-02-04,23.7,15.5,30.9,,,,,,,
1991-02-05,18.9,,24.8,,,,,,,
1991-02-06,18.8,15.7,24.3,,,,,,,
1991-02-07,21.2,14.0,27.2,,,,,,,
1991-02-08,22.8,21.5,27.9,,,,,,,
1991-02-09,19.4,,22.1,,,,,,,
1991-02-10,17.4,,21.1,,,,,,,
1991-02-11,15.4,9.5,21.6,,,,,,,
1991-02-12,15.4,8.9,20.7,,,,,,,
1991-02-13,17.0,,21.0,,,,,,,
1991-02-14,16.0,8.2,23.3,,,,,,,
1991-02-15,14.8,8.6,23.5,,,,,,,
1991-02-16,14.6,10.9,23.6,,,,,,,
1991-02-17,14.1,2.7,24.8,,,,,,,
1991-02-18,16.1,,22.8,,,,,,,
1991-02-19,16.0,7.9,24.2,,,,,,,
1991-02-20,19.2,10.4,27.9,,,,,,,
1991-02-21,20.9,15.5,27.8,,,,,,,
1991-02-22,19.3,15.9,25.2,,,,,,,
1991-02-23,17.6,15.2,23.6,,,,,,,
1991-02-24,18.1,10.6,24.0,,,,,,,
1991-02-25,19.6,11.8,26.8,,,,,,,
1991-02-26,22.0,14.7,29.1,,,,,,,
1991-02-27,22.1,13.8,31.7,,,,,,,
1991-02-28,25.3,19.1,32.2,,,,,,,
1991-03-01,20.8,,,,,,,,,
1991-03-02,18.1,12.9,,,,,,,,
1991-03-03,18.8,,22.9,,,,,,,
1991-03-04,18.0,14.3,25.0,,,,,,,
1991-03-05,17.9,12.0,23.3,,,,,,,
1991-03-06,19.6,16.2,22.8,,,,,,,
1991-03-07,20.6,,23.6,,,,,,,
1991-03-08,18.1,16.5,20.7,,,,,,,
1991-03-09,16.5,13.0,21.4,,,,,,,
1991-03-10,18.4,11.8,23.1,,,,,,,
1991-03-11,20.3,12.7,28.1,,,,,,,
1991-03-12,19.6,16.7,27.2,,,87.0,7.4,,,
1991-03-13,21.3,14.4,28.3,,,47.0,7.0,,,
1991-03-14,23.4,16.1,29.7,,,37.0,8.8,,,
1991-03-15,22.8,19.2,28.1,,,,,,,
1991-03-16,21.5,17.1,27.2,,,237.0,17.9,,,
1991-03-17,20.1,16.2,26.2,,,280.0,14.9,,,
1991-03-18,20.0,12.2,27.7,,,63.0,9.8,,,
1991-03-19,19.1,13.0,28.0,,,,8.1,,,
1991-03-20,19.9,12.2,28.1,,,190.0,8.9,,,
1991-03-21,21.4,14.8,30.3,,,125.0,9.1,,,
1991-03-22,21.2,13.7,31.6,,,58.0,7.1,,,
1991-03-23,26.6,14.2,37.5,,,70.0,10.8,,,
1991-03-24,29.3,21.2,38.3,,,86.0,18.3,,,
1991-03-25,28.5,24.5,36.0,,,85.0,12.6,,,
1991-03-26,25.6,22.2,34.3,,,49.0,11.4,,,
1991-03-27,21.5,18.8,29.7,135.9,,86.0,11.1,,,
1991-03-28,24.1,17.5,30.2,0.0,,93.0,7.0,,,
1991-03-29,22.3,20.2,27.2,,,352.0,8.8,,,
1991-03-30,21.9,17.1,27.2,,,293.0,6.5,,,
1991-03-31,21.9,19.2,26.9,,,201.0,13.8,,,
1991-04-01,22.4,17.0,29.7,,,219.0,17.2,,,
1991-04-02,23.4,16.5,31.2,,,208.0,8.6,,,
1991-04-03,25.2,15.5,33.6,,,73.0,8.1,,,
1991-04-04,27.3,18.3,35.8,,,79.0,10.4,,,
1991-04-05,28.9,21.9,36.3,,,110.0,12.0,,,
1991-04-06,30.0,20.7,38.9,,,79.0,10.4,,,
1991-04-07,30.6,27.0,36.1,,,272.0,14.0,,,
1991-04-08,23.8,,31.8,,,,,,,
1991-04-09,24.9,17.2,34.5,,,224.0,8.6,,,
1991-04-10,26.8,20.8,33.7,,,227.0,11.4,,,
1991-04-11,26.1,,32.2,,,,,,,
1991-04-12,25.6,20.7,31.2,,,236.0,20.1,,,
1991-04-13,24.3,,28.0,,,,,,,
1991-04-14,21.8,17.2,29.2,,,222.0,15.3,,,
1991-04-15,21.6,13.8,31.6,,,208.0,9.3,,,
1991-04-16,24.5,16.1,34.0,,,55.0,8.4,,,
1991-04-17,26.7,16.7,34.7,,,16.0,9.5,,,
1991-04-18,26.1,18.2,35.3,,,,9.5,,,
1991-04-19,27.2,19.8,35.2,,,215.0,11.7,,,
1991-04-20,26.4,21.8,32.0,,,223.0,15.4,,,
1991-04-21,25.8,21.2,31.5,,,211.0,14.2,,,
1991-04-22,25.6,18.5,34.2,,,246.0,9.0,,,
1991-04-23,26.9,20.1,37.7,,,188.0,10.1,,,
1991-04-24,27.4,19.8,37.7,,,103.0,8.6,,,
1991-04-25,27.9,18.6,39.4,,,41.0,8.7,,,
1991-04-26,27.4,18.7,38.9,,,357.0,9.6,,,
1991-04-27,27.8,19.4,37.3,50.0,,200.0,7.9,,,
1991-04-28,27.7,20.4,36.2,0.0,,188.0,8.7,,,
1991-04-29,27.3,24.0,35.8,,,,10.4,,,
1991-04-30,26.3,21.2,36.2,,,204.0,11.5,,,
1991-05-01,24.3,15.2,34.2,,,183.0,10.7,,,
1991-05-02,27.1,16.8,35.2,,,211.0,10.8,,,
1991-05-03,27.6,22.1,34.4,,,,,,,
1991-05-04,26.0,22.2,32.3,,,214.0,15.7,,,
1991-05-05,24.1,19.2,29.7,,,209.0,14.0,,,
1991-05-06,25.5,17.8,31.4,,,206.0,15.5,,,
1991-05-07,24.5,18.6,32.2,,,,,,,
1991-05-08,25.8,20.3,32.6,,,,,,,
1991-05-09,26.9,17.2,34.3,,,210.0,11.9,,,
1991-05-10,28.2,19.8,37.6,,,212.0,12.9,,,
1991-05-11,27.6,21.1,34.4,,,,,,,
1991-05-12,26.8,21.1,32.2,,,220.0,18.3,,,
1991-05-13,27.2,21.8,32.9,,,226.0,17.4,,,
1991-05-14,27.0,22.0,33.0,,,222.0,15.1,,,
1991-05-15,27.3,21.2,33.3,,,227.0,12.5,,,
1991-05-16,27.8,21.2,36.2,,,72.0,8.2,,,
1991-05-17,33.0,22.2,39.8,,,44.0,10.5,,,
1991-05-18,32.0,24.9,40.7,,,,,,,
1991-05-19,28.8,24.2,35.7,,,210.0,17.7,,,
1991-05-20,28.0,24.2,33.7,,,227.0,18.8,,,
1991-05-21,28.7,21.1,34.4,,,212.0,16.1,,,
1991-05-22,31.3,25.6,37.3,,,217.0,17.2,,,
1991-05-23,27.8,,34.8,,,,,,,
1991-05-24,26.4,23.2,31.1,,,225.0,18.6,,,
1991-05-25,25.0,20.2,31.0,,,211.0,18.8,,,
1991-05-26,26.5,19.1,33.3,,,207.0,12.0,,,
1991-05-27,27.0,19.7,34.3,,,234.0,14.5,,,
1991-05-28,27.9,21.1,35.3,,,210.0,14.6,,,
1991-05-29,27.4,,35.6,,,,,,,
1991-05-30,27.6,21.2,36.2,,,245.0,8.0,,,
1991-05-31,28.1,22.1,33.2,,,248.0,7.9,,,
1991-06-01,28.5,22.0,37.2,,,252.0,8.6,,,
1991-06-02,28.6,18.5,39.8,,,244.0,7.8,,,
1991-06-03,30.2,20.4,40.7,,,210.0,9.8,,,
1991-06-04,28.9,25.0,35.8,,,219.0,18.5,,,
1991-06-05,27.8,22.5,36.9,,,,,,,
